"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to [[serve]] [[light]] engineering customers who relocate their production to the St. Petersburg area .","A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to [[suffice]] [[weak]] engineering customers who relocate their production to the St. Petersburg area .",0.0013747215270996094,0.9979676604270935,1,0,1,235,"Successful"
"Altogether Finnair has [[canceled]] over 500 flights because of the [[strike]] .","Altogether Finnair has [[scratch]] over 500 flights because of the [[mint]] .",0.0018485188484191895,0.9997833967208862,0,1,0,78,"Successful"
"A total of 15,000 new Citycon shares with a [[nominal]] [[value]] of EUR 1.35 per share were [[subscribed]] between 17 and 23 [[March]] 2006 exercising the A-B-C [[options]] [[based]] on the [[company]] 's stock [[option]] plan 1999 .","A total of 15,000 new Citycon shares with a [[nominative]] [[rate]] of EUR 1.35 per share were [[take]] between 17 and 23 [[Mar]] 2006 exercising the A-B-C [[selection]] [[establish]] on the [[party]] 's stock [[pick]] plan 1999 .",0.0005609393119812012,0.0010750889778137207,1,1,1,375,"Failed"
"The [[Annual]] [[General]] [[Meeting]] approved that the [[yearly]] [[remuneration]] for the members of the [[Board]] of [[Directors]] shall [[remain]] at EUR [[40]].000 for the [[Chairman]] of the [[Board]] , EUR 30.000 for the [[Deputy]] [[Chairman]] of the [[Board]] and EUR 20.000 for other [[members]] of the Board .","The [[yearly]] [[oecumenical]] [[meet]] approved that the [[annually]] [[salary]] for the members of the [[room]] of [[director]] shall [[persist]] at EUR [[forty]].000 for the [[chairperson]] of the [[gameboard]] , EUR 30.000 for the [[lieutenant]] [[chairperson]] of the [[panel]] and EUR 20.000 for other [[member]] of the Board .",0.0006133317947387695,0.0009972453117370605,1,1,1,271,"Failed"
"[[Also]] [[Chile]] is an important [[market]] [[area]] for [[forest]] machine [[companies]] .","[[too]] [[chili]] is an important [[commercialize]] [[country]] for [[afforest]] machine [[companion]] .",0.001138925552368164,0.23715835809707642,1,1,1,95,"Failed"
"All the ferries had [[run]] into [[trouble]] just outside the Stockholm archipelago , made up of more than 20,000 islands .","All the ferries had [[operate]] into [[ail]] just outside the Stockholm archipelago , made up of more than 20,000 islands .",0.0020633935928344727,0.9997096061706543,0,1,0,227,"Successful"
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) [[plummeted]] 20 % to 70.3 pence after saying this year+ó ??","Copper , lead and nickel also dropped ... HBOS ( HBOS ) [[plump]] 20 % to 70.3 pence after saying this year+ó ??",0.0017853975296020508,0.7779982089996338,0,1,0,131,"Successful"
"`` We are very pleased to be [[working]] with Fujitsu and NTT DoCoMo to [[advance]] the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .","`` We are very pleased to be [[sour]] with Fujitsu and NTT DoCoMo to [[beforehand]] the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",0.0009353756904602051,0.9984117150306702,2,0,2,210,"Successful"
"Protalix is [[developing]] genetically engineered [[proteins]] from [[plant]] [[cells]] .","Protalix is [[modernize]] genetically engineered [[protein]] from [[constitute]] [[cellphone]] .",0.0008813738822937012,0.03922635316848755,1,1,1,96,"Failed"
"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's [[oldest]] company .","Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's [[sure-enough]] company .",0.0007320046424865723,0.9866142272949219,1,2,1,79,"Successful"
"The hull of the vessel was [[built]] one [[block]] at a time and Ruukki [[delivered]] the [[plate]] [[material]] for each [[block]] as construction progressed .","The hull of the vessel was [[reinforced]] one [[embarrass]] at a time and Ruukki [[redeem]] the [[scale]] [[substantial]] for each [[closure]] as construction progressed .",0.0006368756294250488,0.6005473136901855,1,2,1,235,"Successful"
"The [[company]] does not [[disclose]] the [[sum]] it [[applied]] for .","The [[companionship]] does not [[break]] the [[nitty-gritty]] it [[give]] for .",0.0005654692649841309,0.04239886999130249,1,1,1,108,"Failed"
"TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s [[first]] mobile identification [[service]] which makes it possible to vote via a mobile phone .","TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s [[world-class]] mobile identification [[overhaul]] which makes it possible to vote via a mobile phone .",0.0010493993759155273,0.8896272778511047,1,2,1,185,"Successful"
"In this way , the industry 's [[starting]] [[point]] has been the consumers ' [[needs]] .","In this way , the industry 's [[jump]] [[spot]] has been the consumers ' [[demand]] .",0.0007098913192749023,0.9645451307296753,1,2,1,164,"Successful"
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will [[establish]] shareholder [[rights]] .","The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will [[build]] shareholder [[compensate]] .",0.0004864931106567383,0.9954506158828735,1,2,1,174,"Successful"
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will [[turn]] the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .","The shopping center to be opened in St. Petersburg , Russia in November 2010 will [[sour]] the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",0.0006695985794067383,0.9990540742874146,2,0,2,200,"Successful"
"Previously , the [[plant]] was [[expected]] to be [[completed]] by the [[end]] of 2008 .","Previously , the [[implant]] was [[anticipate]] to be [[complete]] by the [[close]] of 2008 .",0.0008890032768249512,0.002016425132751465,1,1,1,101,"Failed"
"Luxembourg-registered investment fund Amber Trust II has won the [[final]] approval of Lithuania 's [[Competition]] Council to [[acquire]] [[29]].[[6]] [[percent]] of Sanitas , the country 's largest pharmaceutical producer .","Luxembourg-registered investment fund Amber Trust II has won the [[last]] approval of Lithuania 's [[rivalry]] Council to [[take]] [[XXIX]].[[sextet]] [[pct]] of Sanitas , the country 's largest pharmaceutical producer .",0.000629127025604248,0.6047946810722351,2,1,2,158,"Successful"
"have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint [[holdings]] of Pequot has decreased below 1-10 to 9.[[63]] % of total number of shares and votes in the Company .","have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint [[restrain]] of Pequot has decreased below 1-10 to 9.[[sixty-three]] % of total number of shares and votes in the Company .",0.0011975765228271484,0.9896562099456787,0,1,0,296,"Successful"
"` This is a [[repeat]] [[order]] to follow successfully [[installed]] 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .","` This is a [[recapitulate]] [[rescript]] to follow successfully [[instal]] 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",0.0006778240203857422,0.9958259463310242,2,1,2,166,"Successful"
"The [[solid]] [[fuel]] is [[heated]] before [[sludge]] is [[mixed]] therein . ''","The [[strong]] [[fire]] is [[wake]] before [[goo]] is [[motley]] therein . ''",0.0008087754249572754,0.0014410614967346191,1,1,1,108,"Failed"
"`` The considerably [[weaker]] U.S. dollar and British pound had an [[impact]] on sales and average prices in euros , '' UPM said .","`` The considerably [[unaccented]] U.S. dollar and British pound had an [[touch]] on sales and average prices in euros , '' UPM said .",0.001449286937713623,0.998510479927063,0,1,0,127,"Successful"
"[[Sales]] at the Tiimari [[business]] [[went]] down by 8 % to EUR 11.8 million , while Gallerix stores [[saw]] 29 % [[growth]] to EUR 2 million .","[[sale]] at the Tiimari [[occupation]] [[expire]] down by 8 % to EUR 11.8 million , while Gallerix stores [[determine]] 29 % [[development]] to EUR 2 million .",0.0015463829040527344,0.9657800793647766,0,1,0,263,"Successful"
"hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it [[resolved]] to [[issue]] a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .","hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it [[single-minded]] to [[supply]] a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .",0.0012797117233276367,0.7171779274940491,1,2,1,231,"Successful"
"The costs of the new ropax vessels are 30 % [[lower]] than those of the present ones .","The costs of the new ropax vessels are 30 % [[blue]] than those of the present ones .",0.0005219578742980957,0.6437302827835083,2,1,2,115,"Successful"
"[[A]] [[CUT]] [[ABOVE]] [[Bring]] the outdoors in with these birch-branch [[coasters]] .","[[a]] [[sheer]] [[supra]] [[bestow]] the outdoors in with these birch-branch [[coaster]] .",0.0014187097549438477,0.7555946707725525,1,2,1,156,"Successful"
"Pretax [[profit]] [[rose]] to EUR 17.8 mn from EUR 14.9 mn in 2005 .","Pretax [[lucre]] [[originate]] to EUR 17.8 mn from EUR 14.9 mn in 2005 .",0.000640571117401123,0.9979533553123474,2,1,2,96,"Successful"
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price [[tag]] of about EUR 12 million .","The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price [[shred]] of about EUR 12 million .",0.0005010366439819336,0.9822932481765747,1,0,1,142,"Successful"
"The [[aim]] of the CEO 's Q&A sessions is to [[give]] further clarity on information , which has been made public already earlier .","The [[take]] of the CEO 's Q&A sessions is to [[collapse]] further clarity on information , which has been made public already earlier .",0.0016101598739624023,0.9848161935806274,1,0,1,200,"Successful"
"Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has [[completed]] the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .","Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has [[discharge]] the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .",0.0006235241889953613,0.9839864373207092,2,1,2,159,"Successful"
"[[Production]] at the [[plant]] will be [[based]] on Neste Oil 's [[proprietary]] technology that can [[use]] a [[flexible]] [[input]] of any [[vegetable]] [[oil]] or [[animal]] [[fat]] .","[[yield]] at the [[found]] will be [[free-base]] on Neste Oil 's [[proprietorship]] technology that can [[enjoyment]] a [[pliant]] [[stimulus]] of any [[veg]] [[anoint]] or [[beast]] [[rich]] .",0.0007973313331604004,0.024180948734283447,1,1,1,187,"Failed"
"With the [[new]] [[arrangement]] , [[customer]] [[responsibilities]] will [[become]] [[mainly]] regional .","With the [[fresh]] [[organization]] , [[client]] [[responsibleness]] will [[turn]] [[chiefly]] regional .",0.0004993677139282227,0.005459964275360107,1,1,1,69,"Failed"
"In 2007 , Huhtamaki will continue to [[invest]] in [[organic]] growth .","In 2007 , Huhtamaki will continue to [[empower]] in [[constituent]] growth .",0.0008630156517028809,0.9650821089744568,1,2,1,67,"Successful"
"Customers [[include]] hotels and [[restaurants]] as [[well]] as [[wholesalers]] and some retailers .","Customers [[admit]] hotels and [[restaurant]] as [[advantageously]] as [[jobber]] and some retailers .",0.0005967617034912109,0.9966571927070618,1,2,1,45,"Successful"
"Last week , the Finnish metals and technology group announced plans to [[sell]] more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .","Last week , the Finnish metals and technology group announced plans to [[betray]] more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",0.0005232691764831543,0.9981609582901001,2,0,2,154,"Successful"
"JVC will [[stop]] producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .","JVC will [[layover]] producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",0.0008772015571594238,0.9891877174377441,1,0,1,167,"Successful"
"The markets [[expect]] Heineken to [[sell]] Hartwall as a whole or in parts .","The markets [[anticipate]] Heineken to [[betray]] Hartwall as a whole or in parts .",0.0007942318916320801,0.8405303955078125,1,0,1,77,"Successful"
